Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Year,Zipcode_Year
30317,12320,35.8,53922,31861,1966,2014,30317_2014
30317,12649,36.8,55625,32401,2082,2015,30317_2015
30317,13078,36.5,60845,35448,1987,2016,30317_2016
30317,13936,36.2,65061,36996,2176,2017,30317_2017
30317,13737,36.4,69063,40246,1928,2018,30317_2018
30317,13820,35.6,83815,44330,1579,2019,30317_2019
30318,53622,29.7,39421,25451,16432,2013,30318_2013
30318,51791,29.8,40236,27027,14687,2014,30318_2014
30318,49728,31,39523,27937,13146,2015,30318_2015
30318,49277,31.3,43992,30031,10949,2016,30318_2016
30318,49788,31.7,44586,31902,9705,2017,30318_2017
30318,54152,31,47918,32644,11042,2018,30318_2018
30318,56109,30.6,52245,35213,11027,2019,30318_2019
30319,36947,36.5,87759,63624,3828,2013,30319_2013
30319,38121,37,84937,64080,4065,2014,30319_2014
30319,39007,37,86217,67702,3493,2015,30319_2015
30319,40151,36.5,89794,66643,3774,2016,30319_2016
30319,40602,36.9,95670,67240,3564,2017,30319_2017
30319,41839,37.1,100679,71316,3183,2018,30319_2018
30319,43011,36.8,104435,75567,2988,2019,30319_2019
30324,26900,33.4,63810,51006,3440,2013,30324_2013
30324,27282,33.6,60871,49283,4384,2014,30324_2014
30324,27587,34.2,61753,50292,4150,2015,30324_2015
30324,25971,34,63653,52973,3480,2016,30324_2016
30324,26521,33.7,66748,56151,3417,2017,30324_2017
30324,26818,33.5,70657,56434,3457,2018,30324_2018
30324,27806,33.3,74438,61288,3279,2019,30324_2019
30326,5118,34.1,81794,64121,666,2013,30326_2013
30326,5895,34.4,81498,58731,669,2014,30326_2014
30326,5429,35.7,81071,66886,677,2015,30326_2015
30326,5698,35.4,83805,72065,455,2016,30326_2016
30326,5652,36.4,82102,75481,501,2017,30326_2017
30326,6030,36.7,82225,80313,571,2018,30326_2018
30326,6529,36.8,87422,87189,789,2019,30326_2019
30327,22735,43.8,139543,95742,1362,2013,30327_2013
30327,23036,44.4,147852,96288,1328,2014,30327_2014
30327,23363,45.2,145176,96731,1331,2015,30327_2015
30327,23120,45.5,146361,101990,1002,2016,30327_2016
30327,23333,45.6,148480,101673,1046,2017,30327_2017
30327,22655,45.8,154738,107095,923,2018,30327_2018
30327,22893,46.5,155219,119599,832,2019,30327_2019
30328,32447,37.7,73434,51254,2754,2013,30328_2013
30328,33080,38.3,72852,50819,2542,2014,30328_2014
30328,34456,38,71900,50336,2875,2015,30328_2015
30328,35998,38.3,80826,51967,3106,2016,30328_2016
30328,36590,37.6,82991,53556,3167,2017,30328_2017
30328,37111,38.4,83860,56323,2864,2018,30328_2018
30328,38648,38.2,89446,60783,2213,2019,30328_2019
30329,26211,30.9,43933,30532,6077,2013,30329_2013
30329,27602,30.9,45547,30070,6477,2014,30329_2014
30329,28017,31,47898,31549,6396,2015,30329_2015
30329,28486,30.8,48873,31490,6645,2016,30329_2016
30329,28410,30.9,51589,31866,6153,2017,30329_2017
30329,27878,30.8,54274,34710,5995,2018,30329_2018
30329,28383,30.8,58658,37256,5747,2019,30329_2019
30331,59107,34.6,41777,22710,12611,2013,30331_2013
30331,59633,34.6,40847,22956,13882,2014,30331_2014
30331,61010,33.6,40578,23120,14415,2015,30331_2015
30331,63496,34.5,39956,23016,15414,2016,30331_2016
30331,64652,35,41303,24033,15124,2017,30331_2017
30331,64492,35.6,45852,25820,13150,2018,30331_2018
30331,66658,36.4,48347,27053,13793,2019,30331_2019
30336,752,29.1,35484,13072,90,2013,30336_2013
30336,628,29,37917,13300,46,2014,30336_2014
30336,522,33.8,31417,15048,18,2015,30336_2015
30336,522,38.1,25958,13689,18,2016,30336_2016
30337,11388,34.3,28388,19263,3954,2013,30337_2013
30337,11796,32.6,27862,19615,4047,2014,30337_2014
30337,12821,32.6,27775,19345,4415,2015,30337_2015
30337,13431,33.2,29108,20473,4507,2016,30337_2016
30337,13781,32.5,29106,20322,4744,2017,30337_2017
30337,13768,34.8,34003,25766,4173,2018,30337_2018
30337,13962,33.7,36665,24666,4145,2019,30337_2019
30338,32737,38.3,82765,47959,2040,2013,30338_2013
30338,33447,38,86008,48229,1923,2014,30338_2014
30338,33666,37.7,87266,48115,1840,2015,30338_2015
30338,34411,37.9,90997,50400,2050,2016,30338_2016
30338,34560,38.2,96506,52366,2058,2017,30338_2017
30338,35435,37.6,101982,54955,2119,2018,30338_2018
30338,35903,37.8,103373,58358,1877,2019,30338_2019
30339,18904,31.7,63871,53088,1241,2013,30339_2013
30339,20060,32.1,64624,53933,1511,2014,30339_2014
30339,21250,32.8,69846,55931,1345,2015,30339_2015
30339,21656,33.1,73628,60948,1335,2016,30339_2016
30339,22163,33.7,77346,62064,1536,2017,30339_2017
30339,23373,33.9,79883,62904,1353,2018,30339_2018
30339,23960,33.6,83365,66231,1208,2019,30339_2019
30340,31559,30.4,40955,18720,8403,2013,30340_2013
30340,31120,30.8,40054,19213,8226,2014,30340_2014
30340,30978,31,41179,19637,7338,2015,30340_2015
30340,29146,31.2,42248,20084,6528,2016,30340_2016
30340,28834,30.8,44157,20863,5815,2017,30340_2017
30340,28028,32,48250,23145,5595,2018,30340_2018
30340,27796,32,48793,24062,5188,2019,30340_2019
30341,30139,33.3,52423,31021,5739,2013,30341_2013
30341,31865,33,51927,30855,6764,2014,30341_2014
30341,31914,32.6,50788,30910,6764,2015,30341_2015
30341,31160,32.8,51838,31842,6473,2016,30341_2016
30341,32680,32.6,56643,32007,6404,2017,30341_2017
30341,32341,32.2,60154,35158,5403,2018,30341_2018
30341,32601,32.4,63247,39045,5414,2019,30341_2019
30342,31965,33.1,68867,51621,4195,2013,30342_2013
30342,30844,33.3,65155,53623,4540,2014,30342_2014
30342,31027,33.6,72030,60694,3618,2015,30342_2015
30342,30423,33.5,70900,61283,3704,2016,30342_2016
30342,29218,34.2,76552,66995,3154,2017,30342_2017
30342,30187,33.9,84458,73035,2405,2018,30342_2018
30342,30873,33.4,91740,78719,2331,2019,30342_2019
30344,32715,35.3,36830,19267,8742,2013,30344_2013
30344,32963,35.2,37324,18792,8978,2014,30344_2014
30344,33365,35.2,37264,19084,9156,2015,30344_2015
30344,33494,36.3,37470,20426,9031,2016,30344_2016
30344,33127,36.3,39655,22252,7978,2017,30344_2017
30344,32706,35,40750,23546,7306,2018,30344_2018
30344,32690,34.8,43332,25137,7615,2019,30344_2019
30345,24261,33.7,67335,40502,5379,2013,30345_2013
30345,23216,34.8,65010,42204,4420,2014,30345_2014
30345,24528,34.1,65079,40385,4908,2015,30345_2015
30345,24971,33.9,66260,41152,5250,2016,30345_2016
30345,25831,34.1,71914,44199,4761,2017,30345_2017
30345,25562,34.7,76635,45643,3574,2018,30345_2018
30345,25797,35.6,81044,48436,3144,2019,30345_2019
30346,5184,32.4,63409,50100,812,2013,30346_2013
30346,5172,33.4,64615,47168,918,2014,30346_2014
30346,5263,34.3,67074,48460,860,2015,30346_2015
30346,5215,34.4,80781,57036,305,2016,30346_2016
30346,5363,34.2,82367,59219,178,2017,30346_2017
30346,4965,34.4,90190,62474,85,2018,30346_2018
30346,4914,34.3,84879,63216,57,2019,30346_2019
30349,68941,31.8,43498,21145,12508,2013,30349_2013
30349,70414,31.9,43379,21164,14694,2014,30349_2014
30349,70334,32.9,44987,21254,13927,2015,30349_2015
30349,69996,33,45573,22093,12907,2016,30349_2016
30349,73310,32.6,46998,23245,12650,2017,30349_2017
30349,75514,34.1,49316,23658,12810,2018,30349_2018
30349,74590,34.8,51736,25887,10727,2019,30349_2019
30350,33451,32.8,51133,44680,4845,2013,30350_2013
30350,35433,33.4,52178,43322,5011,2014,30350_2014
30350,36434,33.6,53307,44195,5638,2015,30350_2015
30350,37211,34.1,56814,45568,5089,2016,30350_2016
30350,38840,34.2,61292,45860,5203,2017,30350_2017
30350,39464,34.5,64722,47953,4505,2018,30350_2018
30350,39075,35,68476,50582,3336,2019,30350_2019
30354,15983,32.3,28230,16595,6109,2013,30354_2013
30354,16580,32.4,26373,15819,6702,2014,30354_2014
30354,16688,33.2,30537,17367,5892,2015,30354_2015
30354,16819,33.4,31684,18394,6115,2016,30354_2016
30354,16886,33.5,33283,17945,5554,2017,30354_2017
30354,16398,33.1,37967,19056,5033,2018,30354_2018
30354,15680,33.1,41299,20916,4480,2019,30354_2019
30360,15476,32.9,48336,26229,3203,2013,30360_2013
30360,15501,34,49291,26086,3316,2014,30360_2014
30360,15744,34.9,50594,26702,3111,2015,30360_2015
30360,15529,35.1,58047,29143,2298,2016,30360_2016
30360,15997,35.2,62649,29813,2301,2017,30360_2017
30360,15927,34.7,70063,30980,2549,2018,30360_2018
30360,15856,34.2,73000,31898,2867,2019,30360_2019
30363,2845,27.8,56806,41158,687,2013,30363_2013
30363,3229,29,70802,44373,663,2014,30363_2014
30363,3189,29.1,66618,49878,571,2015,30363_2015
30363,3066,29.4,66914,51342,569,2016,30363_2016
30363,3165,28.7,60278,49110,881,2017,30363_2017
30363,3559,26.5,59591,48506,1177,2018,30363_2018
30363,3773,26.7,58702,49672,1276,2019,30363_2019
30518,45866,35.1,63843,27427,7612,2013,30518_2013
30518,46611,35.9,63889,28359,7406,2014,30518_2014
30518,48445,35.6,68115,29322,6487,2015,30518_2015
30518,49192,36.2,68145,27676,5541,2016,30518_2016
30518,50519,36.6,70504,29146,5381,2017,30518_2017
30518,52688,36.2,73753,30198,5555,2018,30518_2018
30518,53780,36.4,80839,32344,4862,2019,30518_2019
30519,40881,36.2,70015,26516,2501,2013,30519_2013
30519,42073,35.9,71028,26389,2704,2014,30519_2014
30519,42904,36.1,71693,26805,2292,2015,30519_2015
30519,45128,34.9,75671,28996,2623,2016,30519_2016
30519,45736,35.2,76982,30843,2317,2017,30519_2017
30519,46415,35.4,82113,34554,2186,2018,30519_2018
30519,47685,36.1,88493,36645,1278,2019,30519_2019
30620,12043,33.2,62500,23500,1426,2013,30620_2013
30620,12669,32.2,63776,21885,1536,2014,30620_2014
30620,12460,34.1,62593,21818,1718,2015,30620_2015
30620,12440,35.6,63199,23101,1160,2016,30620_2016
30620,12891,35.5,65824,24023,1009,2017,30620_2017
30620,13644,35.1,66918,24537,1058,2018,30620_2018
30620,14228,36.6,67332,26523,1120,2019,30620_2019
30641,2069,37.1,82206,31994,48,2013,30641_2013
30641,2130,40.4,69622,28958,59,2014,30641_2014
30641,1764,52.6,62159,30319,108,2015,30641_2015
30641,2108,51.3,62829,27579,122,2016,30641_2016
30641,1986,49.8,49250,28207,154,2017,30641_2017
30641,1957,48.8,47835,27250,203,2018,30641_2018
30641,1882,48.9,50556,28212,220,2019,30641_2019
30655,22953,36.5,41929,20091,4557,2013,30655_2013
30655,23581,35.3,43743,19930,5201,2014,30655_2014
30655,23928,35.6,45021,20998,4900,2015,30655_2015
30655,24638,35.4,46111,21808,4219,2016,30655_2016
30655,24957,35.6,46391,22317,4281,2017,30655_2017
30655,25210,35.7,48427,23619,4418,2018,30655_2018
30655,26516,34.7,49722,23612,4594,2019,30655_2019
30656,15905,37.6,53828,22741,2000,2013,30656_2013
30656,15400,39.2,52472,23657,2297,2014,30656_2014
30656,16036,37.2,56144,23880,2545,2015,30656_2015
30656,15363,39,57288,25905,2114,2016,30656_2016
30656,15700,39.1,57823,26121,2307,2017,30656_2017
30656,16129,41.5,60662,27588,2159,2018,30656_2018
30656,15284,44.2,64711,29325,1708,2019,30656_2019
30666,9287,37.3,53627,23167,771,2013,30666_2013
30666,9526,36.8,54989,23282,729,2014,30666_2014
30666,9837,37.2,57695,24401,637,2015,30666_2015
30666,9829,37.3,60500,26328,660,2016,30666_2016
30666,10264,36.5,62500,26988,812,2017,30666_2017
30666,10214,38,60369,27640,901,2018,30666_2018
30666,10876,34.8,65089,27989,878,2019,30666_2019
30680,39230,33,53266,20995,5959,2013,30680_2013
30680,39414,34.3,51559,20915,5729,2014,30680_2014
30680,40151,34.3,49939,20430,6790,2015,30680_2015
30680,41082,34.7,49705,20949,6595,2016,30680_2016
30680,42196,35.4,53263,21919,6068,2017,30680_2017
30680,42975,35.1,55156,22398,5686,2018,30680_2018
30680,44800,35.6,59361,23862,6392,2019,30680_2019
